Folio,record_type,tipo,ramo,reinsurer,participation,reasegurado,asegurado,direccion,periodo_inicio,periodo_fin,actividad,estimado_ingresos ,interes_asegurable,limite_max_res ,riesgos_cubiertos,condiciones_reaseguro,exclusiones,deducible_General ,deducible_Robo ,deducible_Terremoto ,deducible_Electricos ,deducible_Ingresos ,prima_neta ,soporte,base_cobertura,territorialidad,jurisdiccion,dias_pago,anexos_clausulas,texto_clausulas,panel_participantes,moneda
NC/000269/2020/2021,Pre-nota de Cobertura,Reaseguro Facultativo,Embarcaciones,Gemini,100,"Seguros Central, S.A.","Tecnologías Avanzadas, S.A.","Mérida, Yucatán",22/07/20 0:00,22/07/21 0:00,Transporte marítimo,47748995,Daños materiales y pérdidas por cualquier causa,416794706,"Daños por hundimiento, piratería","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",71257,29414,89185,57098,57010,6665976,100,Ocurrencia,México,Leyes mexicanas,48,"NMA 2737, NMA 3001, NMA 2738, LMA 3100A, Endorsement 1234, LMA 3200, LMA 3092, Endorsement 5678, LMA 3110, NMA 464, NMA 2800","Cooperacion de reclamos, Protección Legal; Control de Pérdidas; Limitación de Sanciones; Exclusión de Guerra y Guerra Civil; Cobertura Extendida; Control de Reclamos; All Risks; Cobertura Adicional X; Exclusión de Daños por Agua; Control de Daños",Gemini 100%,MXN
NC/000269/2020/2021,Soporte,Reaseguro Facultativo,Embarcaciones,Gemini,100,"Seguros Central, S.A.","Tecnologías Avanzadas, S.A.","Mérida, Yucatán",22/07/20 0:00,22/07/21 0:00,Transporte marítimo,47748995,Daños materiales y pérdidas por cualquier causa,416794706,"Daños por hundimiento, piratería","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",71257,29414,89185,57098,57010,6665976,100,Ocurrencia,México,Leyes mexicanas,50,"NMA 2737, NMA 3001, NMA 2738, LMA 3100A, Endorsement 1234, LMA 3200, LMA 3092, Endorsement 5678, LMA 3110, NMA 464, NMA 2800","Cooperacion de reclamos, Protección Legal; Control de Pérdidas; Limitación de Sanciones; Exclusión de Guerra y Guerra Civil; Cobertura Extendida; Control de Reclamos; All Risks; Cobertura Adicional X; Exclusión de Daños por Agua; Control de Daños",Gemini 100%,MXN
NC/000270/2020/2021,Pre-nota de Cobertura,Reaseguro Facultativo,Ramos Técnicos,Jupiter,100,Aseguradora del Norte,Servicios Financieros Unión,Ciudad de México,28/12/20 0:00,28/12/21 0:00,Ingeniería y construcción,92042274,Daños materiales y pérdidas por cualquier causa,431711698,"Fallas mecánicas, derrumbes","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",69355,75982,42049,27383,32589,2576408,100,Claims Made,México,Leyes mexicanas,47,"NMA 2737, LMA 3092, NMA 2738, Endorsement 9101, LMA 6000A","Cooperacion de reclamos, Control de Reclamos; Control de Pérdidas; Cláusula Complementaria; Gastos de Defensa Incluidos",Jupiter 100%,MXN
NC/000270/2020/2021,Soporte,Reaseguro Facultativo,Ramos Técnicos,Jupiter,100,Aseguradora del Norte,Servicios Financieros Unión,Ciudad de México,28/12/20 0:00,28/12/21 0:00,Ingeniería y construcción,92042274,Daños materiales y pérdidas por cualquier causa,431711698,"Fallas mecánicas, derrumbes","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",69355,75982,42049,27383,32589,2576408,100,Claims Made,México,Leyes mexicanas,29,"NMA 2737, LMA 3092, NMA 2738, Endorsement 9101, LMA 6000A","Cooperacion de reclamos, Control de Reclamos; Control de Pérdidas; Cláusula Complementaria; Gastos de Defensa Incluidos",Jupiter 100%,MXN
NC/000271/2017/2018,Pre-nota de Cobertura,Reaseguro Facultativo,Líneas Financieras,"Andromeda, Neptune",100,Consorcio de Seguros México,Servicios Financieros Unión,"Veracruz, Veracruz",24/11/17 0:00,24/11/18 0:00,Servicios financieros,93851132,Daños materiales y pérdidas por cualquier causa,436986970,"Fraude, robos de identidad","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",80774,70082,56073,78342,68145,1603425,100,Ocurrencia,México,Leyes mexicanas,52,"NMA 2737, NMA 2738, LMA 3110, LMA 6000A","Cooperacion de reclamos, Control de Pérdidas; Cobertura Adicional X; Gastos de Defensa Incluidos","Andromeda 12%, Neptune 88%",MXN
NC/000271/2017/2018,Soporte,Reaseguro Facultativo,Líneas Financieras,Andromeda,12,Consorcio de Seguros México,Servicios Financieros Unión,"Veracruz, Veracruz",24/11/17 0:00,24/11/18 0:00,Servicios financieros,93851132,Daños materiales y pérdidas por cualquier causa,436986970,"Fraude, robos de identidad","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",80774,70082,56073,78342,68145,192411,12,Ocurrencia,México,Leyes mexicanas,34,"NMA 2737, NMA 2738, LMA 3110, LMA 6000A","Cooperacion de reclamos, Control de Pérdidas; Cobertura Adicional X; Gastos de Defensa Incluidos","Andromeda 12%, Neptune 88%",MXN
NC/000271/2017/2018,Soporte,Reaseguro Facultativo,Líneas Financieras,Neptune,88,Consorcio de Seguros México,Servicios Financieros Unión,"Veracruz, Veracruz",24/11/17 0:00,24/11/18 0:00,Servicios financieros,93851132,Daños materiales y pérdidas por cualquier causa,436986970,"Fraude, robos de identidad","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",80774,70082,56073,78342,68145,1411014,88,Ocurrencia,México,Leyes mexicanas,21,"NMA 2737, NMA 2738, LMA 3110, LMA 6000A","Cooperacion de reclamos, Control de Pérdidas; Cobertura Adicional X; Gastos de Defensa Incluidos","Andromeda 12%, Neptune 88%",MXN
NC/000272/2019/2020,Pre-nota de Cobertura,Reaseguro Facultativo,Embarcaciones,"Phoenix, UrsaMinor, Perseus",100,Protección Total S.A.,Operadora Marina de México,"Mérida, Yucatán",05/10/19 0:00,04/10/20 0:00,Transporte marítimo,9522597,Daños materiales y pérdidas por cualquier causa,393201352,"Daños por hundimiento, piratería","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",44233,73127,22588,71615,92883,9117939,100,Claims Made,México,Leyes mexicanas,56,"NMA 2737, NMA 2800, NMA 2962, LMA 6000A, NMA 2738, NMA 2705, NMA 464, LMA 3100A, Endorsement 9101, LMA 3092, Endorsement 5678, LMA 3105, LMA 3110, NMA 3001","Cooperacion de reclamos, Control de Daños; Prevención de Robo; Gastos de Defensa Incluidos; Control de Pérdidas; Acción Razonable; Exclusión de Daños por Agua; Limitación de Sanciones; Cláusula Complementaria; Control de Reclamos; All Risks; Ampliación de Cobertura Y; Cobertura Adicional X; Protección Legal","Phoenix 27%, UrsaMinor 73%",MXN
NC/000272/2019/2020,Soporte,Reaseguro Facultativo,Embarcaciones,Phoenix,27,Protección Total S.A.,Operadora Marina de México,"Mérida, Yucatán",05/10/19 0:00,04/10/20 0:00,Transporte marítimo,9522597,Daños materiales y pérdidas por cualquier causa,393201352,"Daños por hundimiento, piratería","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",44233,73127,22588,71615,92883,2461844,27,Claims Made,México,Leyes mexicanas,55,"NMA 2737, NMA 2800, NMA 2962, NMA 2738, NMA 2705, NMA 464, LMA 3100A, Endorsement 9101, LMA 3092, Endorsement 5678, LMA 3105, LMA 3110, NMA 3001, Endorsement 1234","Cooperacion de reclamos, Control de Daños; Prevención de Robo; Control de Pérdidas; Acción Razonable; Exclusión de Daños por Agua; Limitación de Sanciones; Cláusula Complementaria; Control de Reclamos; All Risks; Ampliación de Cobertura Y; Cobertura Adicional X; Protección Legal; Exclusión de Guerra y Guerra Civil","Phoenix 27%, UrsaMinor 73%",MXN
NC/000272/2019/2020,Soporte,Reaseguro Facultativo,Embarcaciones,UrsaMinor,73,Protección Total S.A.,Operadora Marina de México,"Mérida, Yucatán",05/10/19 0:00,04/10/20 0:00,Transporte marítimo,9522597,Daños materiales y pérdidas por cualquier causa,393201352,"Daños por hundimiento, piratería","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",44233,73127,22588,71615,92883,6656095,73,Claims Made,México,Leyes mexicanas,25,"NMA 2737, NMA 2800, NMA 2962, LMA 6000A, NMA 2738, NMA 2705, NMA 464, LMA 3100A, Endorsement 9101, LMA 3092, Endorsement 5678, LMA 3105, LMA 3110, Endorsement 1234","Cooperacion de reclamos, Control de Daños; Prevención de Robo; Gastos de Defensa Incluidos; Control de Pérdidas; Acción Razonable; Exclusión de Daños por Agua; Limitación de Sanciones; Cláusula Complementaria; Control de Reclamos; All Risks; Ampliación de Cobertura Y; Cobertura Adicional X; Exclusión de Guerra y Guerra Civil","Phoenix 27%, UrsaMinor 73%",MXN
NC/000273/2023/2024,Pre-nota de Cobertura,Reaseguro Facultativo,Responsabilidad Civil,"Orion, Draco, Perseus, Saturn, Cassiopeia, Mercury, Neptune, Leo, Venus, Aquarius, Lyra, Pluto",100,Grupo Financiero Unión,Corporación Turística México,"Veracruz, Veracruz",19/04/23 0:00,18/04/24 0:00,Prestación de servicios,18245919,Daños materiales y pérdidas por cualquier causa,401434947,Reclamaciones por daños a terceros,"Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",29746,92069,53419,54167,70040,7180237,100,Ocurrencia,México,Leyes mexicanas,29,"NMA 2737, Endorsement 5678, LMA 6000A, NMA 3001","Cooperacion de reclamos, All Risks; Gastos de Defensa Incluidos; Protección Legal","Orion 8%, Draco 10%, Perseus 12%, Saturn 9%, Cassiopeia 17%, Mercury 6%, Neptune 9%, Leo 4%, Venus 2%, Aquarius 14%, Lyra 4%, Pluto 5%",MXN
NC/000273/2023/2024,Soporte,Reaseguro Facultativo,Responsabilidad Civil,Orion,8,Grupo Financiero Unión,Corporación Turística México,"Veracruz, Veracruz",19/04/23 0:00,18/04/24 0:00,Prestación de servicios,18245919,Daños materiales y pérdidas por cualquier causa,401434947,Reclamaciones por daños a terceros,"Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",29746,92069,53419,54167,70040,574419,8,Ocurrencia,México,Leyes mexicanas,54,"NMA 2737, Endorsement 5678, LMA 6000A, NMA 3001","Cooperacion de reclamos, All Risks; Gastos de Defensa Incluidos; Protección Legal","Orion 8%, Draco 10%, Perseus 12%, Saturn 9%, Cassiopeia 17%, Mercury 6%, Neptune 9%, Leo 4%, Venus 2%, Aquarius 14%, Lyra 4%, Pluto 5%",MXN
NC/000273/2023/2024,Soporte,Reaseguro Facultativo,Responsabilidad Civil,Draco,10,Grupo Financiero Unión,Corporación Turística México,"Veracruz, Veracruz",19/04/23 0:00,18/04/24 0:00,Prestación de servicios,18245919,Daños materiales y pérdidas por cualquier causa,401434947,Reclamaciones por daños a terceros,"Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",29746,92069,53419,54167,70040,718024,10,Ocurrencia,México,Leyes mexicanas,33,"NMA 2737, Endorsement 5678, LMA 6000A, NMA 3001","Cooperacion de reclamos, All Risks; Gastos de Defensa Incluidos; Protección Legal","Orion 8%, Draco 10%, Perseus 12%, Saturn 9%, Cassiopeia 17%, Mercury 6%, Neptune 9%, Leo 4%, Venus 2%, Aquarius 14%, Lyra 4%, Pluto 5%",MXN
NC/000273/2023/2024,Soporte,Reaseguro Facultativo,Responsabilidad Civil,Perseus,12,Grupo Financiero Unión,Corporación Turística México,"Veracruz, Veracruz",19/04/23 0:00,18/04/24 0:00,Prestación de servicios,18245919,Daños materiales y pérdidas por cualquier causa,401434947,Reclamaciones por daños a terceros,"Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",29746,92069,53419,54167,70040,861628,12,Ocurrencia,México,Leyes mexicanas,24,"NMA 2737, Endorsement 5678, LMA 6000A, NMA 3001","Cooperacion de reclamos, All Risks; Gastos de Defensa Incluidos; Protección Legal","Orion 8%, Draco 10%, Perseus 12%, Saturn 9%, Cassiopeia 17%, Mercury 6%, Neptune 9%, Leo 4%, Venus 2%, Aquarius 14%, Lyra 4%, Pluto 5%",MXN
NC/000273/2023/2024,Soporte,Reaseguro Facultativo,Responsabilidad Civil,Saturn,9,Grupo Financiero Unión,Corporación Turística México,"Veracruz, Veracruz",19/04/23 0:00,18/04/24 0:00,Prestación de servicios,18245919,Daños materiales y pérdidas por cualquier causa,401434947,Reclamaciones por daños a terceros,"Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",29746,92069,53419,54167,70040,646221,9,Ocurrencia,México,Leyes mexicanas,60,"NMA 2737, Endorsement 5678, LMA 6000A, NMA 3001","Cooperacion de reclamos, All Risks; Gastos de Defensa Incluidos; Protección Legal","Orion 8%, Draco 10%, Perseus 12%, Saturn 9%, Cassiopeia 17%, Mercury 6%, Neptune 9%, Leo 4%, Venus 2%, Aquarius 14%, Lyra 4%, Pluto 5%",MXN
NC/000273/2023/2024,Soporte,Reaseguro Facultativo,Responsabilidad Civil,Cassiopeia,17,Grupo Financiero Unión,Corporación Turística México,"Veracruz, Veracruz",19/04/23 0:00,18/04/24 0:00,Prestación de servicios,18245919,Daños materiales y pérdidas por cualquier causa,401434947,Reclamaciones por daños a terceros,"Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",29746,92069,53419,54167,70040,1220640,17,Ocurrencia,México,Leyes mexicanas,37,"NMA 2737, Endorsement 5678, LMA 6000A, NMA 3001","Cooperacion de reclamos, All Risks; Gastos de Defensa Incluidos; Protección Legal","Orion 8%, Draco 10%, Perseus 12%, Saturn 9%, Cassiopeia 17%, Mercury 6%, Neptune 9%, Leo 4%, Venus 2%, Aquarius 14%, Lyra 4%, Pluto 5%",MXN
NC/000273/2023/2024,Soporte,Reaseguro Facultativo,Responsabilidad Civil,Mercury,6,Grupo Financiero Unión,Corporación Turística México,"Veracruz, Veracruz",19/04/23 0:00,18/04/24 0:00,Prestación de servicios,18245919,Daños materiales y pérdidas por cualquier causa,401434947,Reclamaciones por daños a terceros,"Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",29746,92069,53419,54167,70040,430814,6,Ocurrencia,México,Leyes mexicanas,60,"NMA 2737, Endorsement 5678, LMA 6000A, NMA 3001","Cooperacion de reclamos, All Risks; Gastos de Defensa Incluidos; Protección Legal","Orion 8%, Draco 10%, Perseus 12%, Saturn 9%, Cassiopeia 17%, Mercury 6%, Neptune 9%, Leo 4%, Venus 2%, Aquarius 14%, Lyra 4%, Pluto 5%",MXN
NC/000273/2023/2024,Soporte,Reaseguro Facultativo,Responsabilidad Civil,Neptune,9,Grupo Financiero Unión,Corporación Turística México,"Veracruz, Veracruz",19/04/23 0:00,18/04/24 0:00,Prestación de servicios,18245919,Daños materiales y pérdidas por cualquier causa,401434947,Reclamaciones por daños a terceros,"Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",29746,92069,53419,54167,70040,646221,9,Ocurrencia,México,Leyes mexicanas,32,"NMA 2737, Endorsement 5678, LMA 6000A, NMA 3001","Cooperacion de reclamos, All Risks; Gastos de Defensa Incluidos; Protección Legal","Orion 8%, Draco 10%, Perseus 12%, Saturn 9%, Cassiopeia 17%, Mercury 6%, Neptune 9%, Leo 4%, Venus 2%, Aquarius 14%, Lyra 4%, Pluto 5%",MXN
NC/000273/2023/2024,Soporte,Reaseguro Facultativo,Responsabilidad Civil,Leo,4,Grupo Financiero Unión,Corporación Turística México,"Veracruz, Veracruz",19/04/23 0:00,18/04/24 0:00,Prestación de servicios,18245919,Daños materiales y pérdidas por cualquier causa,401434947,Reclamaciones por daños a terceros,"Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",29746,92069,53419,54167,70040,287209,4,Ocurrencia,México,Leyes mexicanas,43,"NMA 2737, Endorsement 5678, LMA 6000A, NMA 3001","Cooperacion de reclamos, All Risks; Gastos de Defensa Incluidos; Protección Legal","Orion 8%, Draco 10%, Perseus 12%, Saturn 9%, Cassiopeia 17%, Mercury 6%, Neptune 9%, Leo 4%, Venus 2%, Aquarius 14%, Lyra 4%, Pluto 5%",MXN
NC/000273/2023/2024,Soporte,Reaseguro Facultativo,Responsabilidad Civil,Venus,2,Grupo Financiero Unión,Corporación Turística México,"Veracruz, Veracruz",19/04/23 0:00,18/04/24 0:00,Prestación de servicios,18245919,Daños materiales y pérdidas por cualquier causa,401434947,Reclamaciones por daños a terceros,"Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",29746,92069,53419,54167,70040,143605,2,Ocurrencia,México,Leyes mexicanas,56,"NMA 2737, Endorsement 5678, LMA 6000A, NMA 3001","Cooperacion de reclamos, All Risks; Gastos de Defensa Incluidos; Protección Legal","Orion 8%, Draco 10%, Perseus 12%, Saturn 9%, Cassiopeia 17%, Mercury 6%, Neptune 9%, Leo 4%, Venus 2%, Aquarius 14%, Lyra 4%, Pluto 5%",MXN
NC/000273/2023/2024,Soporte,Reaseguro Facultativo,Responsabilidad Civil,Aquarius,14,Grupo Financiero Unión,Corporación Turística México,"Veracruz, Veracruz",19/04/23 0:00,18/04/24 0:00,Prestación de servicios,18245919,Daños materiales y pérdidas por cualquier causa,401434947,Reclamaciones por daños a terceros,"Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",29746,92069,53419,54167,70040,1005233,14,Ocurrencia,México,Leyes mexicanas,52,"NMA 2737, Endorsement 5678, LMA 6000A, NMA 3001","Cooperacion de reclamos, All Risks; Gastos de Defensa Incluidos; Protección Legal","Orion 8%, Draco 10%, Perseus 12%, Saturn 9%, Cassiopeia 17%, Mercury 6%, Neptune 9%, Leo 4%, Venus 2%, Aquarius 14%, Lyra 4%, Pluto 5%",MXN
NC/000273/2023/2024,Soporte,Reaseguro Facultativo,Responsabilidad Civil,Lyra,4,Grupo Financiero Unión,Corporación Turística México,"Veracruz, Veracruz",19/04/23 0:00,18/04/24 0:00,Prestación de servicios,18245919,Daños materiales y pérdidas por cualquier causa,401434947,Reclamaciones por daños a terceros,"Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",29746,92069,53419,54167,70040,287209,4,Ocurrencia,México,Leyes mexicanas,58,"NMA 2737, Endorsement 5678, LMA 6000A, NMA 3001","Cooperacion de reclamos, All Risks; Gastos de Defensa Incluidos; Protección Legal","Orion 8%, Draco 10%, Perseus 12%, Saturn 9%, Cassiopeia 17%, Mercury 6%, Neptune 9%, Leo 4%, Venus 2%, Aquarius 14%, Lyra 4%, Pluto 5%",MXN
NC/000273/2023/2024,Soporte,Reaseguro Facultativo,Responsabilidad Civil,Pluto,5,Grupo Financiero Unión,Corporación Turística México,"Veracruz, Veracruz",19/04/23 0:00,18/04/24 0:00,Prestación de servicios,18245919,Daños materiales y pérdidas por cualquier causa,401434947,Reclamaciones por daños a terceros,"Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",29746,92069,53419,54167,70040,359012,5,Ocurrencia,México,Leyes mexicanas,30,"NMA 2737, Endorsement 5678, LMA 6000A, NMA 3001","Cooperacion de reclamos, All Risks; Gastos de Defensa Incluidos; Protección Legal","Orion 8%, Draco 10%, Perseus 12%, Saturn 9%, Cassiopeia 17%, Mercury 6%, Neptune 9%, Leo 4%, Venus 2%, Aquarius 14%, Lyra 4%, Pluto 5%",MXN
NC/000274/2019/2020,Pre-nota de Cobertura,Reaseguro Facultativo,Aviación,"Jupiter, Lyra",100,Fideicomiso GDL,Corporación Turística México,"Guadalajara, Jalisco",18/02/19 0:00,18/02/20 0:00,Operación de aeropuertos y vuelos,74600812,Daños materiales y pérdidas por cualquier causa,228389029,"Daños materiales, pérdidas por accidentes aéreos","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",63169,31662,67555,63714,55815,1206614,100,Ocurrencia,México,Leyes mexicanas,26,"NMA 2737, Endorsement 5678, LMA 3092, NMA 2738, NMA 3001, NMA 2705","Cooperacion de reclamos, All Risks; Control de Reclamos; Control de Pérdidas; Protección Legal; Acción Razonable","Jupiter 70%, Lyra 30%",MXN
NC/000274/2019/2020,Soporte,Reaseguro Facultativo,Aviación,Jupiter,70,Fideicomiso GDL,Corporación Turística México,"Guadalajara, Jalisco",18/02/19 0:00,18/02/20 0:00,Operación de aeropuertos y vuelos,74600812,Daños materiales y pérdidas por cualquier causa,228389029,"Daños materiales, pérdidas por accidentes aéreos","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",63169,31662,67555,63714,55815,844630,70,Ocurrencia,México,Leyes mexicanas,27,"NMA 2737, Endorsement 5678, LMA 3092, NMA 2738, NMA 3001, NMA 2705","Cooperacion de reclamos, All Risks; Control de Reclamos; Control de Pérdidas; Protección Legal; Acción Razonable","Jupiter 70%, Lyra 30%",MXN
NC/000274/2019/2020,Soporte,Reaseguro Facultativo,Aviación,Lyra,30,Fideicomiso GDL,Corporación Turística México,"Guadalajara, Jalisco",18/02/19 0:00,18/02/20 0:00,Operación de aeropuertos y vuelos,74600812,Daños materiales y pérdidas por cualquier causa,228389029,"Daños materiales, pérdidas por accidentes aéreos","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",63169,31662,67555,63714,55815,361984,30,Ocurrencia,México,Leyes mexicanas,31,"NMA 2737, Endorsement 5678, LMA 3092, NMA 2738, NMA 3001, NMA 2705","Cooperacion de reclamos, All Risks; Control de Reclamos; Control de Pérdidas; Protección Legal; Acción Razonable","Jupiter 70%, Lyra 30%",MXN
NC/000275/2019/2020,Pre-nota de Cobertura,Reaseguro Facultativo,Responsabilidad Ambiental,"Orion, Phoenix",100,Consorcio de Seguros México,Servicios Financieros Unión,"Veracruz, Veracruz",09/09/19 0:00,08/09/20 0:00,Gestión medioambiental,7437523,Daños materiales y pérdidas por cualquier causa,101669321,"Contaminación, derrames de petróleo","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",71060,43681,65242,89688,92308,5435094,100,Claims Made,México,Leyes mexicanas,28,"NMA 2737, Endorsement 5678, LMA 3092, LMA 6000A, Endorsement 9101","Cooperacion de reclamos, All Risks; Control de Reclamos; Gastos de Defensa Incluidos; Cláusula Complementaria","Orion 63%, Phoenix 37%",MXN
NC/000275/2019/2020,Soporte,Reaseguro Facultativo,Responsabilidad Ambiental,Orion,63,Consorcio de Seguros México,Servicios Financieros Unión,"Veracruz, Veracruz",09/09/19 0:00,08/09/20 0:00,Gestión medioambiental,7437523,Daños materiales y pérdidas por cualquier causa,101669321,"Contaminación, derrames de petróleo","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",71060,43681,65242,89688,92308,3424109,63,Claims Made,México,Leyes mexicanas,29,"NMA 2737, Endorsement 5678, LMA 3092, LMA 6000A, Endorsement 9101","Cooperacion de reclamos, All Risks; Control de Reclamos; Gastos de Defensa Incluidos; Cláusula Complementaria","Orion 63%, Phoenix 37%",MXN
NC/000275/2019/2020,Soporte,Reaseguro Facultativo,Responsabilidad Ambiental,Phoenix,37,Consorcio de Seguros México,Servicios Financieros Unión,"Veracruz, Veracruz",09/09/19 0:00,08/09/20 0:00,Gestión medioambiental,7437523,Daños materiales y pérdidas por cualquier causa,101669321,"Contaminación, derrames de petróleo","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",71060,43681,65242,89688,92308,2010985,37,Claims Made,México,Leyes mexicanas,44,"NMA 2737, Endorsement 5678, LMA 3092, LMA 6000A, Endorsement 9101","Cooperacion de reclamos, All Risks; Control de Reclamos; Gastos de Defensa Incluidos; Cláusula Complementaria","Orion 63%, Phoenix 37%",MXN
NC/000276/2021/2022,Pre-nota de Cobertura,Reaseguro Facultativo,Property,"Pluto, Venus",100,Aseguradora del Norte,Corporación Turística México,"Veracruz, Veracruz",15/12/21 0:00,15/12/22 0:00,Propiedad inmobiliaria,48513265,Daños materiales y pérdidas por cualquier causa,438674727,"Incendios, robos, desastres naturales","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",85828,57594,56152,76068,88235,7962907,100,Ocurrencia,México,Leyes mexicanas,20,"NMA 2737, NMA 2738, Endorsement 5678, NMA 3001, Endorsement 1234, LMA 3105, LMA 6000A, LMA 3200, NMA 2705, LMA 3092, Endorsement 9101, NMA 2800, NMA 2962, LMA 3110, NMA 464, LMA 3100A","Cooperacion de reclamos, Control de Pérdidas; All Risks; Protección Legal; Exclusión de Guerra y Guerra Civil; Ampliación de Cobertura Y; Gastos de Defensa Incluidos; Cobertura Extendida; Acción Razonable; Control de Reclamos; Cláusula Complementaria; Control de Daños; Prevención de Robo; Cobertura Adicional X; Exclusión de Daños por Agua; Limitación de Sanciones","Pluto 59%, Venus 41%",MXN
NC/000276/2021/2022,Soporte,Reaseguro Facultativo,Property,Pluto,59,Aseguradora del Norte,Corporación Turística México,"Veracruz, Veracruz",15/12/21 0:00,15/12/22 0:00,Propiedad inmobiliaria,48513265,Daños materiales y pérdidas por cualquier causa,438674727,"Incendios, robos, desastres naturales","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",85828,57594,56152,76068,88235,4698115,59,Ocurrencia,México,Leyes mexicanas,47,"NMA 2737, NMA 2738, Endorsement 5678, NMA 3001, Endorsement 1234, LMA 3105, LMA 6000A, LMA 3200, NMA 2705, LMA 3092, Endorsement 9101, NMA 2800, NMA 2962, LMA 3110, NMA 464, LMA 3100A","Cooperacion de reclamos, Control de Pérdidas; All Risks; Protección Legal; Exclusión de Guerra y Guerra Civil; Ampliación de Cobertura Y; Gastos de Defensa Incluidos; Cobertura Extendida; Acción Razonable; Control de Reclamos; Cláusula Complementaria; Control de Daños; Prevención de Robo; Cobertura Adicional X; Exclusión de Daños por Agua; Limitación de Sanciones","Pluto 59%, Venus 41%",MXN
NC/000276/2021/2022,Soporte,Reaseguro Facultativo,Property,Venus,41,Aseguradora del Norte,Corporación Turística México,"Veracruz, Veracruz",15/12/21 0:00,15/12/22 0:00,Propiedad inmobiliaria,48513265,Daños materiales y pérdidas por cualquier causa,438674727,"Incendios, robos, desastres naturales","Gastos de defensa incluidos, texto LMA 6000A","Daños intencionales, guerra, actos delictivos",85828,57594,56152,76068,88235,3264792,41,Ocurrencia,México,Leyes mexicanas,52,"NMA 2737, NMA 2738, Endorsement 5678, NMA 3001, Endorsement 1234, LMA 3105, LMA 6000A, LMA 3200, NMA 2705, LMA 3092, Endorsement 9101, NMA 2800, NMA 2962, LMA 3110, NMA 464, LMA 3100A","Cooperacion de reclamos, Control de Pérdidas; All Risks; Protección Legal; Exclusión de Guerra y Guerra Civil; Ampliación de Cobertura Y; Gastos de Defensa Incluidos; Cobertura Extendida; Acción Razonable; Control de Reclamos; Cláusula Complementaria; Control de Daños; Prevención de Robo; Cobertura Adicional X; Exclusión de Daños por Agua; Limitación de Sanciones","Pluto 59%, Venus 41%",MXN
